id,activity_date,total_steps,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,active_minutes
3977333714,2016-04-11,3108,1,1,129,894,1223,2
3977333714,2016-04-12,759,0,0,17,187,182,0
4020332650,2016-03-12,5543,0,0,254,757,2990,0
4020332650,2016-03-13,3226,0,0,136,771,2480,0
4020332650,2016-03-14,3023,0,0,145,1005,2570,0
4020332650,2016-03-15,5906,0,10,215,874,3016,10
4020332650,2016-03-16,12483,25,14,309,599,3830,39
4020332650,2016-03-17,8940,0,0,47,986,3706,0
4020332650,2016-03-18,368,0,0,0,1440,2024,0
4020332650,2016-03-19,5702,0,0,0,1440,2980,0
4020332650,2016-03-20,10330,0,0,0,1440,3728,0
4020332650,2016-03-21,8778,0,0,0,1440,3348,0
4020332650,2016-03-22,6662,0,0,0,1440,3162,0
4020332650,2016-03-23,6309,0,0,0,1440,3140,0
4020332650,2016-03-24,1951,0,0,0,1440,1980,0
4020332650,2016-03-25,5563,0,0,0,1440,3681,0
4020332650,2016-03-26,4370,0,0,0,1440,3444,0
4020332650,2016-03-27,7144,0,0,0,1440,3510,0
4020332650,2016-03-28,2106,31,45,75,1289,4010,76
4020332650,2016-03-29,4152,0,0,187,1253,2976,0
4020332650,2016-03-30,5400,0,0,258,795,3418,0
4020332650,2016-03-31,7428,18,33,261,860,3439,51
4020332650,2016-04-01,5351,15,17,210,748,3338,32
4020332650,2016-04-02,4299,3,15,162,752,2892,18
4020332650,2016-04-03,6107,0,0,265,776,3313,0
4020332650,2016-04-04,6429,0,28,193,741,3118,28
4020332650,2016-04-05,6880,7,19,165,1249,2966,26
4020332650,2016-04-06,7476,0,0,263,920,3253,0
4020332650,2016-04-07,6581,0,8,241,1191,3032,8
4020332650,2016-04-08,10480,6,37,272,1125,4034,43
4020332650,2016-04-09,7734,20,12,223,1185,3264,32
4020332650,2016-04-10,5129,5,7,176,1178,2817,12
4020332650,2016-04-11,2993,0,0,114,888,2507,0
4020332650,2016-04-12,8,0,0,1,321,446,0
4057192912,2016-03-12,0,0,0,0,1440,1777,0
4057192912,2016-03-13,0,0,0,0,1440,1777,0
4057192912,2016-03-14,8433,30,7,135,1268,2453,37
4057192912,2016-03-15,0,0,0,0,1440,1776,0
4057192912,2016-03-16,2139,0,28,15,1397,1935,28
4057192912,2016-03-17,0,0,0,0,1440,1776,0
4057192912,2016-03-18,949,0,0,34,1406,1870,0
4057192912,2016-03-19,0,0,0,0,1440,1777,0
4057192912,2016-03-20,44,0,0,2,1438,1782,0
4057192912,2016-03-21,2660,0,0,46,1394,1978,0
4057192912,2016-03-22,5561,0,0,169,1271,2296,0
4057192912,2016-03-23,7239,7,7,190,1236,2484,14
4057192912,2016-03-24,7,0,0,1,1439,1787,0
4057192912,2016-03-25,0,0,0,0,1440,1776,0
4057192912,2016-03-26,0,0,0,0,1440,1776,0
4057192912,2016-03-27,2275,0,0,86,1354,2005,0
4057192912,2016-03-28,8,0,0,1,1439,1778,0
4057192912,2016-03-29,5137,0,0,160,1280,2293,0
4057192912,2016-03-30,5419,0,0,145,1295,2259,0
4057192912,2016-03-31,0,0,0,0,1440,1776,0
4057192912,2016-04-01,0,0,0,0,1440,1776,0
4057192912,2016-04-02,0,0,0,0,1440,1776,0
4057192912,2016-04-03,0,0,0,0,1440,1776,0
4057192912,2016-04-04,0,0,0,0,1440,1776,0
4057192912,2016-04-05,0,0,0,0,1440,1776,0
4057192912,2016-04-06,18,0,0,2,1438,1780,0
4057192912,2016-04-07,4,0,0,1,1439,1778,0
4057192912,2016-04-08,8426,2,120,25,1293,2360,122
4057192912,2016-04-09,1650,0,0,60,1380,1952,0
4057192912,2016-04-10,3434,1,7,108,1324,2101,8
4057192912,2016-04-11,6801,0,0,193,1247,2393,0
4057192912,2016-04-12,187,0,0,11,400,538,0
4319703577,2016-03-29,5643,3,8,199,683,1958,11
4319703577,2016-03-30,9043,4,12,244,702,2141,16
4319703577,2016-03-31,8144,4,17,247,1125,2129,21
4319703577,2016-04-01,9343,14,20,268,654,2216,34
4319703577,2016-04-02,8405,15,4,257,621,2154,19
4319703577,2016-04-03,8223,12,37,257,551,2178,49
4319703577,2016-04-04,10067,5,39,313,578,2308,44
4319703577,2016-04-05,8359,3,14,311,638,2201,17
4319703577,2016-04-06,10946,8,51,308,569,2341,59
4319703577,2016-04-07,9130,7,11,304,668,2236,18
4319703577,2016-04-08,6544,4,6,276,1132,2069,10
4319703577,2016-04-09,0,0,0,0,1440,0,0
4388161847,2016-03-29,0,0,0,0,1440,1878,0
4388161847,2016-03-30,0,0,0,0,1440,1878,0
4388161847,2016-03-31,0,0,0,0,1440,1878,0
4388161847,2016-04-01,0,0,0,0,1440,1878,0
4388161847,2016-04-02,0,0,0,0,1440,1878,0
4388161847,2016-04-03,0,0,0,0,1440,1878,0
4388161847,2016-04-04,0,0,0,0,1440,1878,0
4388161847,2016-04-05,0,0,0,0,994,1296,0
4445114986,2016-03-29,2303,0,0,155,807,2010,0
4445114986,2016-03-30,2600,0,0,163,1277,2032,0
4445114986,2016-03-31,4804,0,0,238,786,2227,0
4445114986,2016-04-01,3271,0,0,205,898,2133,0
4445114986,2016-04-02,5406,0,0,273,672,2317,0
4445114986,2016-04-03,3146,0,0,171,1269,2058,0
4445114986,2016-04-04,2422,0,0,110,1330,1935,0
4445114986,2016-04-05,4239,1,6,235,702,2217,7
4445114986,2016-04-06,6911,28,2,215,745,2374,30
4445114986,2016-04-07,6667,24,1,208,939,2335,25
4445114986,2016-04-08,5543,0,0,266,941,2303,0
4445114986,2016-04-09,4195,0,0,239,758,2210,0
4445114986,2016-04-10,6625,0,0,316,755,2424,0
4445114986,2016-04-11,5986,23,5,195,789,2297,28
4445114986,2016-04-12,278,0,0,20,253,745,0
4558609924,2016-04-01,5336,0,0,258,1182,1902,0
4558609924,2016-04-02,3183,0,0,173,1180,1680,0
4558609924,2016-04-03,6176,1,7,269,886,1901,8
4558609924,2016-04-04,8205,0,0,367,1073,2078,0
4558609924,2016-04-05,6799,24,14,185,1217,1876,38
4558609924,2016-04-06,5668,0,0,259,1181,1853,0
4558609924,2016-04-07,7998,27,12,296,1105,2235,39
4558609924,2016-04-08,4195,0,0,241,1199,1778,0
4558609924,2016-04-09,5512,0,0,276,1164,1882,0
4558609924,2016-04-10,6263,0,0,290,1150,1906,0
4558609924,2016-04-11,8828,0,0,308,1132,2149,0
4558609924,2016-04-12,1260,0,0,76,555,722,0
4702921684,2016-03-29,6506,4,5,241,760,2886,9
4702921684,2016-03-30,7583,3,13,227,742,2915,16
4702921684,2016-03-31,6963,0,0,256,759,2895,0
4702921684,2016-04-01,7165,0,9,248,708,2923,9
4702921684,2016-04-02,10328,0,32,367,475,3323,32
4702921684,2016-04-03,12116,3,57,323,471,3357,60
4702921684,2016-04-04,7810,6,27,216,746,2931,33
4702921684,2016-04-05,6670,15,16,199,770,2848,31
4702921684,2016-04-06,7605,4,4,248,708,2943,8
4702921684,2016-04-07,6585,0,0,210,770,2822,0
4702921684,2016-04-08,8184,0,15,247,808,2981,15
4702921684,2016-04-09,14002,8,56,381,407,3597,64
4702921684,2016-04-10,11135,1,25,331,528,3224,26
4702921684,2016-04-11,6499,0,0,207,809,2677,0
4702921684,2016-04-12,0,0,0,0,1440,0,0
5553957443,2016-04-01,12409,51,12,235,782,2142,63
5553957443,2016-04-02,2937,0,0,181,356,1615,0
5553957443,2016-04-03,1515,0,0,93,507,1481,0
5553957443,2016-04-04,8921,27,8,198,754,1892,35
5553957443,2016-04-05,11306,40,26,218,772,2086,66
5553957443,2016-04-06,12252,33,28,229,745,2044,61
5553957443,2016-04-07,15444,51,39,243,731,2249,90
5553957443,2016-04-08,9938,38,24,193,767,2019,62
5553957443,2016-04-09,4599,0,0,176,578,1692,0
5553957443,2016-04-10,5594,4,25,150,552,1712,29
5553957443,2016-04-11,11906,32,27,234,688,2065,59
5553957443,2016-04-12,3436,7,11,50,61,633,18
5577150313,2016-04-01,10461,99,31,142,721,3625,130
5577150313,2016-04-02,14873,202,36,153,663,4430,238
5577150313,2016-04-03,9917,58,27,240,700,3427,85
5577150313,2016-04-04,7401,70,19,204,689,3492,89
5577150313,2016-04-05,8964,107,18,145,756,3597,125
5577150313,2016-04-06,11080,83,52,190,695,3765,135
5577150313,2016-04-07,4499,31,11,146,756,2775,42
5577150313,2016-04-08,4363,8,2,156,813,2486,10
5577150313,2016-04-09,10494,123,62,138,601,3817,185
5577150313,2016-04-10,9776,80,35,162,721,3378,115
5577150313,2016-04-11,2862,39,17,54,209,1511,56
6117666160,2016-04-01,7444,0,0,286,568,2210,0
6117666160,2016-04-02,19658,3,30,475,466,2884,33
6117666160,2016-04-03,0,0,0,0,1440,1496,0
6117666160,2016-04-04,8468,2,11,279,1148,2262,13
6117666160,2016-04-05,9910,0,0,384,990,2445,0
6117666160,2016-04-06,12409,0,0,491,388,2694,0
6117666160,2016-04-07,4853,0,0,156,770,1903,0
6117666160,2016-04-08,8955,0,0,422,1018,2482,0
6117666160,2016-04-09,10789,0,0,506,413,2617,0
6117666160,2016-04-10,0,0,0,0,1440,0,0
6290855005,2016-04-01,6633,0,0,280,1160,2778,0
6290855005,2016-04-02,9548,25,107,113,1195,3119,132
6290855005,2016-04-03,0,33,0,0,1407,2664,33
6290855005,2016-04-04,0,0,0,0,1440,2060,0
6290855005,2016-04-05,0,0,0,0,1440,2060,0
6290855005,2016-04-06,0,0,0,0,1440,2060,0
6290855005,2016-04-07,0,0,0,0,1440,2060,0
6290855005,2016-04-08,0,0,0,0,1440,2060,0
6290855005,2016-04-09,0,0,0,0,1440,2060,0
6290855005,2016-04-10,0,20,0,0,494,735,20
6391747486,2016-04-01,0,0,0,0,1440,1820,0
6391747486,2016-04-02,2101,46,0,0,1394,2224,46
6391747486,2016-04-03,0,0,0,0,1440,1820,0
6391747486,2016-04-04,0,0,0,0,1440,1820,0
6391747486,2016-04-05,9766,0,6,301,1133,2442,6
6391747486,2016-04-06,165,0,0,8,1432,1849,0
6391747486,2016-04-07,0,0,0,0,1440,1822,0
6391747486,2016-04-08,0,0,0,0,1440,1820,0
6391747486,2016-04-09,0,0,0,0,198,251,0
6775888955,2016-04-01,7225,25,50,163,1189,3065,75
6775888955,2016-04-02,1988,0,0,79,909,2207,0
6775888955,2016-04-03,1577,1,17,8,1414,1977,18
6775888955,2016-04-04,0,0,0,0,1440,1841,0
6775888955,2016-04-05,9348,56,133,240,1011,4286,189
6775888955,2016-04-06,11761,24,99,300,550,3920,123
6775888955,2016-04-07,13987,46,114,250,739,3856,160
6775888955,2016-04-08,4131,27,30,75,1308,2584,57
6775888955,2016-04-09,14,0,0,1,601,787,0
6962181067,2016-03-30,15491,18,77,272,641,2244,95
6962181067,2016-03-31,14097,50,32,234,595,2188,82
6962181067,2016-04-01,10467,9,45,252,602,2014,54
6962181067,2016-04-02,12437,50,24,219,732,2115,74
6962181067,2016-04-03,12307,14,51,218,589,2055,65
6962181067,2016-04-04,18952,73,20,327,570,2437,93
6962181067,2016-04-05,12010,38,17,287,692,2158,55
6962181067,2016-04-06,12480,55,14,276,593,2170,69
6962181067,2016-04-07,13417,45,16,284,665,2244,61
6962181067,2016-04-08,14400,27,37,276,697,2188,64
6962181067,2016-04-09,12495,33,19,324,609,2231,52
6962181067,2016-04-10,10148,19,7,306,679,2100,26
6962181067,2016-04-11,12362,21,38,297,678,2188,59
6962181067,2016-04-12,5893,43,9,48,146,917,52
7007744171,2016-04-01,11680,50,7,244,1139,2573,57
7007744171,2016-04-02,10976,9,16,271,1075,2575,25
7007744171,2016-04-03,16806,104,31,230,1002,3086,135
7007744171,2016-04-04,15266,70,21,292,1057,2886,91
7007744171,2016-04-05,12084,50,6,284,1030,2676,56
7007744171,2016-04-06,13513,64,8,270,1098,2811,72
7007744171,2016-04-07,14100,61,33,265,1015,2840,94
7007744171,2016-04-08,12627,54,22,301,1063,2871,76
7007744171,2016-04-09,10345,2,6,358,1074,2613,8
7007744171,2016-04-10,10146,1,12,397,1030,2700,13
7007744171,2016-04-11,12168,18,27,375,1020,2871,45
7007744171,2016-04-12,7413,53,6,43,405,1023,59
7086361926,2016-04-01,11463,38,30,154,777,2496,68
7086361926,2016-04-02,87,0,0,2,872,1641,0
7086361926,2016-04-03,1949,3,6,27,1404,1794,9
7086361926,2016-04-04,6101,31,24,138,1247,2421,55
7086361926,2016-04-05,7478,25,33,132,1159,2439,58
7086361926,2016-04-06,7352,19,14,124,814,2233,33
7086361926,2016-04-07,14604,76,30,127,695,2862,106
7086361926,2016-04-08,9634,50,48,140,797,2752,98
7086361926,2016-04-09,7338,27,5,204,717,2519,32
7086361926,2016-04-10,569,0,0,27,1368,1799,0
7086361926,2016-04-11,6242,46,22,126,741,2543,68
7086361926,2016-04-12,430,0,0,14,75,625,0
8053475328,2016-04-02,20188,124,19,172,1125,3377,143
8053475328,2016-04-03,25701,165,36,97,1142,3697,201
8053475328,2016-04-04,17395,100,4,213,1123,3209,104
8053475328,2016-04-05,17167,98,8,184,1150,3167,106
8053475328,2016-04-06,16435,100,14,191,1135,3122,114
8053475328,2016-04-07,17078,101,6,190,1143,3176,107
8053475328,2016-04-08,11693,60,6,153,1221,2790,66
8053475328,2016-04-09,11159,59,6,120,1255,2715,65
8053475328,2016-04-10,10118,30,18,207,1185,2684,48
8053475328,2016-04-11,16064,96,8,155,1181,3097,104
8053475328,2016-04-12,290,0,0,16,599,791,0
8253242879,2016-04-01,0,0,0,0,1440,1429,0
8253242879,2016-04-02,0,0,0,0,1440,1429,0
8253242879,2016-04-03,0,0,0,0,1440,1429,0
8253242879,2016-04-04,0,0,0,0,1440,1429,0
8253242879,2016-04-05,0,0,0,0,1440,1429,0
8253242879,2016-04-06,1931,0,0,94,1346,1607,0
8253242879,2016-04-07,5181,15,15,107,1303,1776,30
8253242879,2016-04-08,12026,47,13,150,1230,2162,60
8253242879,2016-04-09,5360,8,28,148,1256,1832,36
8253242879,2016-04-10,2545,0,0,126,1314,1657,0
8253242879,2016-04-11,1636,0,0,86,1139,1377,0
8253242879,2016-04-12,0,0,0,0,1440,0,0
8378563200,2016-04-01,14179,73,21,195,719,3669,94
8378563200,2016-04-02,3358,0,0,144,657,2702,0
8378563200,2016-04-03,9152,25,13,243,600,3304,38
8378563200,2016-04-04,13935,105,16,220,658,4234,121
8378563200,2016-04-05,12846,113,15,189,686,4128,128
8378563200,2016-04-06,9124,55,6,230,728,3798,61
8378563200,2016-04-07,9725,83,11,181,670,3839,94
8378563200,2016-04-08,8350,72,10,167,868,3713,82
8378563200,2016-04-09,2240,0,0,110,843,2606,0
8378563200,2016-04-10,2631,0,0,117,727,2624,0
8378563200,2016-04-11,8837,74,17,182,811,3775,91
8378563200,2016-04-12,3246,65,15,49,243,1882,80
8583815059,2016-04-01,2174,0,0,112,1328,2360,0
8583815059,2016-04-02,3494,0,0,166,1274,2517,0
8583815059,2016-04-03,2380,0,0,131,1309,2400,0
8583815059,2016-04-04,3159,0,0,147,1293,2462,0
8583815059,2016-04-05,6835,5,15,212,1208,2786,20
8583815059,2016-04-06,2098,0,0,112,1328,2354,0
8583815059,2016-04-07,2816,0,0,138,1302,2437,0
8583815059,2016-04-08,1408,0,0,79,1052,1814,0
8792009665,2016-04-01,4592,4,8,176,748,2260,12
8792009665,2016-04-02,8452,9,24,328,1079,3004,33
8792009665,2016-04-03,7238,2,6,279,636,2667,8
8792009665,2016-04-04,3821,0,9,161,675,2229,9
8792009665,2016-04-05,2332,1,10,111,904,2100,11
8792009665,2016-04-06,2121,0,0,122,855,2114,0
8792009665,2016-04-07,1291,0,0,77,888,1961,0
8792009665,2016-04-08,1467,2,8,71,912,1953,10
8792009665,2016-04-09,1022,0,0,63,739,1890,0
8792009665,2016-04-10,4605,0,0,179,1261,2253,0
8792009665,2016-04-11,178,0,0,12,1428,1725,0
8792009665,2016-04-12,20,0,0,6,598,728,0
8877689391,2016-04-01,18700,67,3,247,1123,3527,70
8877689391,2016-04-02,27572,116,24,260,1040,4220,140
8877689391,2016-04-03,15260,106,17,259,1058,3864,123
8877689391,2016-04-04,20779,78,16,208,1138,3662,94
8877689391,2016-04-05,10695,10,3,246,1181,2834,13
8877689391,2016-04-06,24136,87,16,318,1019,4039,103
8877689391,2016-04-07,10910,32,11,212,1185,2947,43
8877689391,2016-04-08,23014,70,29,359,982,4196,99
8877689391,2016-04-09,16470,90,9,289,1052,3841,99
8877689391,2016-04-10,28497,128,46,211,1055,4526,174
8877689391,2016-04-11,10622,18,7,225,1190,2820,25
8877689391,2016-04-12,2350,0,0,58,531,938,0
1503960366,2016-04-12,13162,25,13,328,728,1985,38
1503960366,2016-04-13,10735,21,19,217,776,1797,40
1503960366,2016-04-14,10460,30,11,181,1218,1776,41
1503960366,2016-04-15,9762,29,34,209,726,1745,63
1503960366,2016-04-16,12669,36,10,221,773,1863,46
1503960366,2016-04-17,9705,38,20,164,539,1728,58
1503960366,2016-04-18,13019,42,16,233,1149,1921,58
1503960366,2016-04-19,15506,50,31,264,775,2035,81
1503960366,2016-04-20,10544,28,12,205,818,1786,40
1503960366,2016-04-21,9819,19,8,211,838,1775,27
1503960366,2016-04-22,12764,66,27,130,1217,1827,93
1503960366,2016-04-23,14371,41,21,262,732,1949,62
1503960366,2016-04-24,10039,39,5,238,709,1788,44
1503960366,2016-04-25,15355,73,14,216,814,2013,87
1503960366,2016-04-26,13755,31,23,279,833,1970,54
1503960366,2016-04-27,18134,78,11,243,1108,2159,89
1503960366,2016-04-28,13154,48,28,189,782,1898,76
1503960366,2016-04-29,11181,16,12,243,815,1837,28
1503960366,2016-04-30,14673,52,34,217,712,1947,86
1503960366,2016-05-01,10602,33,35,246,730,1820,68
1503960366,2016-05-02,14727,41,15,277,798,2004,56
1503960366,2016-05-03,15103,50,24,254,816,1990,74
1503960366,2016-05-04,11100,36,22,203,1179,1819,58
1503960366,2016-05-05,14070,45,24,250,857,1959,69
1503960366,2016-05-06,12159,24,6,289,754,1896,30
1503960366,2016-05-07,11992,37,46,175,833,1821,83
1503960366,2016-05-08,10060,44,8,203,574,1740,52
1503960366,2016-05-09,12022,46,11,206,835,1819,57
1503960366,2016-05-10,12207,46,31,214,746,1859,77
1503960366,2016-05-11,12770,36,23,251,669,1783,59
1503960366,2016-05-12,0,0,0,0,1440,0,0
1624580081,2016-04-12,8163,0,0,146,1294,1432,0
1624580081,2016-04-13,7007,0,0,148,1292,1411,0
1624580081,2016-04-14,9107,0,0,236,1204,1572,0
